"amenity","latitude","longitude","type"
"Ntuc Fairprice (Bukit Panjang Plaza)",1.379936455,103.7643501,"Market"
"Ntuc Fairprice (Senja Grand)",1.385096023,103.7602184,"Market"
"Giant(Greenridge Shopping Centre)",1.385405693,103.7662285,"Market"
"Hillion Mall",1.378430341,103.7628425,"Shopping Mall"
"Bukit Panjang Plaza",1.379936455,103.7643501,"Shopping Mall"
"Junction 10",1.380604458,103.7600413,"Shopping Mall"
"Mattar Mrt",1.326870605,103.8832542,"Train"
"Macpherson Mrt",1.326603122,103.8899629,"Train"
"Aljunied Mrt",1.316559707,103.8826988,"Train"
"Macpherson Pr Sch",1.325254,103.882,"Bus Stop"
"Aft Merpati Rd",1.326176667,103.8840136,"Bus Stop"
"Blk 14",1.327586355,103.8832481,"Bus Stop"
"Ntuc Fairprice (Circuit Blk 77)",1.328550898,103.8853486,"Market"
"Ntuc Fairprice (Geylang East)",1.321724554,103.8868071,"Market"
"Giant(Aljunied Avenue 2)",1.320055961,103.887365,"Market"
"Paya Lebar Square",1.318814203,103.8925804,"Shopping Mall"
"Singapore Post Centre",1.318871178,103.8947668,"Shopping Mall"
"City Plaza",1.314813374,103.8936021,"Shopping Mall"
"Fort Canning Mrt",1.292447,103.844157,"Train"
"Clarke Quay Mrt",1.289293093,103.8469208,"Train"
"Chinatown Mrt",1.284097943,103.8430156,"Train"
"Liang Ct",1.291839394,103.8450409,"Bus Stop"
"Opp Liang Ct",1.292211,103.845005,"Bus Stop"
"Opp Shell Hse",1.291970571,103.8432838,"Bus Stop"
"Cold Storage Ue Square",1.29216466,103.8426958,"Market"
"Sheng Siong Supermarket(Chin Swee)",1.287081031,103.841576,"Market"
"Cold Storage Funan Digitalife Mall",1.291307076,103.8500836,"Market"
"Liang Court",1.291480256,103.8446856,"Shopping Mall"
"Ue Shopping Mall",1.292071629,103.8426036,"Shopping Mall"
"Riverside Point",1.289176805,103.8442496,"Shopping Mall"
"Sixth Avenue Mrt",1.330918,103.79723,"Train"
"Tan Kah Kee Mrt",1.325802,103.80724,"Train"
"Sixth Ave Stn",1.330486389,103.7983358,"Bus Stop"
"Opp Sixth Ave Stn",1.331703681,103.7965703,"Bus Stop"
"Sixth Ave Ville",1.330161334,103.7951553,"Bus Stop"
"Cold Storage Guthrie House",1.330873867,103.7957003,"Market"
"Giant(Turf City)",1.338941063,103.7930502,"Market"
"Cold Storage Specialty Greenwood",1.331497734,103.8068135,"Market"
"Coronation Shopping Plaza",1.323834455,103.8099992,"Shopping Mall"
"Rochor Mrt",1.30396,103.852537,"Train"
"Jalan Besar Mrt",1.305596,103.85526,"Train"
"Opp Burlington Sq",1.301381849,103.8525256,"Bus Stop"
"Fortune Ctr",1.30097494,103.8521799,"Bus Stop"
"Rochor Stn",1.303656444,103.8525732,"Bus Stop"
"Sheng Siong Hypermarket(The Verge)",1.304599465,103.8523198,"Market"
"Cold Storage Pomo Centre",1.300083797,103.8492853,"Market"
"Sim Lim Square",1.303022317,103.8530383,"Shopping Mall"
"Bugis Village",1.300917322,103.8552475,"Shopping Mall"
"The Verge",1.305114889,103.8514369,"Shopping Mall"
"Telok Ayer Mrt",1.282341911,103.8482741,"Train"
"Shenton Way Mrt Due 2021",1.277977,103.850143,"Train"
"Downtown Mrt",1.279456,103.852897,"Train"
"Opp The Ogilvy Ctr",1.279921325,103.8493803,"Bus Stop"
"Opp Pwc Bldg",1.281795094,103.8489321,"Bus Stop"
"One Raffles Quay",1.280976496,103.8513565,"Bus Stop"
"Cold Storage China Square",1.283515215,103.8468789,"Market"
"Ntuc Fairprice (Chinatown Point)",1.285185161,103.8449429,"Market"
"Ntuc Fairprice (Tanjong Pagar)",1.276238079,103.8430056,"Market"
"Marina Bay Link Mall",1.281150404,103.8519086,"Shopping Mall"
"Far East Square",1.283583793,103.8483491,"Shopping Mall"
"China Square Central",1.283515215,103.8468789,"Shopping Mall"
"Goh & Goh Bldg",1.341061606,103.7770788,"Bus Stop"
"Beauty World Stn",1.341603177,103.7757938,"Bus Stop"
"Bef Upp Bt Timah Rd",1.340368053,103.775309,"Bus Stop"
"Sheng Siong Supermarket(Clementi 420a)",1.355736,103.768832,"Market"
"Aft Jln Naga Sari",1.330449211,103.7999332,"Bus Stop"
"Marina Bay Mrt",1.276365465,103.8544985,"Train"
"Ntuc Fairprice (Amara)",1.274934751,103.8435524,"Market"
"Giant(Amara Hotel)",1.274934748,103.8435524,"Market"
"Marina One West Tower",1.277336147,103.8523821,"Shopping Mall"
"Marina One East Tower",1.277905672,103.8528513,"Shopping Mall"
"Marina Bay Financial Centre (Tower 3)",1.279124216,103.8544567,"Shopping Mall"
"Raffles Place Mrt",1.284447918,103.8516971,"Train"
"The Sail",1.281626013,103.8530651,"Bus Stop"
"Downtown Stn",1.279399574,103.8527877,"Bus Stop"
"Bedok Reservoir Mrt",1.336576911,103.9324644,"Train"
"Tampines West Mrt",1.345723,103.93841,"Train"
"Bedok Mrt",1.323981005,103.930182,"Train"
"Opp Baywater",1.337025137,103.9333359,"Bus Stop"
"The Clearwater Condo",1.338118249,103.9339578,"Bus Stop"
"Opp The Clearwater Condo",1.338322041,103.9338613,"Bus Stop"
"Giant(Bedok North Street 3)",1.333066484,103.9310914,"Market"
"Ntuc Fairprice (Bedok North Blk 89)",1.332956836,103.9382209,"Market"
"Giant(Bedok North Road)",1.331409657,103.9368634,"Market"
"Bedok Point",1.324800359,103.9323837,"Shopping Mall"
"Bedok Mall",1.324771408,103.9292673,"Shopping Mall"
"East Village",1.331775148,103.9462009,"Shopping Mall"
"Bencoolen Mrt",1.298704,103.850146,"Train"
"City Hall Mrt",1.293367045,103.8521223,"Train"
"Hua Guan Gdn",1.335803493,103.7846323,"Bus Stop"
"Opp The Linear",1.374486067,103.7625712,"Bus Stop"
"The Linear",1.376510955,103.76253,"Bus Stop"
"Bef Hazel Pk Terr",1.37337831,103.7630082,"Bus Stop"
"Sheng Siong Supermarket(Teck Whye)",1.378295144,103.7540704,"Market"
"Marina Bay Stn",1.277533055,103.8556161,"Bus Stop"
"Botanic Gardens Mrt",1.322190002,103.8151211,"Train"
"Tan Kah Kee Stn",1.326125,103.8071533,"Bus Stop"
"Opp Tan Kah Kee Stn",1.326527778,103.8075858,"Bus Stop"
"Opp Coronation Plaza",1.324695,103.8102625,"Bus Stop"
"Ntuc Fairprice (Coronation Plaza)",1.323675504,103.8102344,"Market"
"Cold Storage Cluny Court",1.322571861,103.8142481,"Market"
"Opp Blk 761",1.336600544,103.933094,"Bus Stop"
"Waterfront Key",1.337911389,103.9313081,"Bus Stop"
"Aft Canossa Convent Pr",1.326625528,103.8805435,"Bus Stop"
"Opp Canossa Convent Pr",1.326408149,103.8803394,"Bus Stop"
"Uic Bldg",1.278070035,103.8495672,"Bus Stop"
"Newton Mrt",1.312567685,103.8377021,"Train"
"Orchard Mrt",1.304524181,103.8320341,"Train"
"Env Bldg",1.31133174,103.8368695,"Bus Stop"
"Newton Stn",1.312435612,103.8379834,"Bus Stop"
"Cold Storage Chancery Court",1.31730608,103.8361072,"Market"
"Ntuc Fairprice (Scotts Square)",1.305806099,103.8330596,"Market"
"Paragon Market Place",1.304518453,103.8361669,"Market"
"Far East Plaza",1.307176314,103.8337926,"Shopping Mall"
"Pacific Plaza",1.306537214,103.8321264,"Shopping Mall"
"Scotts Square",1.305855159,103.832984,"Shopping Mall"
"Sixth Ave Ctr",1.331614521,103.7950306,"Bus Stop"
"Farrer Park View",1.312115956,103.85268,"Train"
"Opp Veerasamy Rd",1.306530241,103.856163,"Bus Stop"
"Broadway Hotel",1.308793665,103.8531752,"Bus Stop"
"Giant(New World Centre)",1.307406449,103.8574784,"Market"
"Ntuc Fairprice (City Square Mall)",1.311477449,103.8567808,"Market"
"Mustafa Centre",1.310111505,103.8552905,"Shopping Mall"
"Serangoon Plaza",1.310780085,103.8551465,"Shopping Mall"
"Opp Newton Stn",1.314023056,103.8388464,"Bus Stop"
"Opp Newton Life Ch",1.314581649,103.8405319,"Bus Stop"
"Cold Storage United Square",1.31747005,103.8433493,"Market"
"Cold Storage Novena",1.3198346,103.8439806,"Market"
"United Square Shopping Mall",1.31747005,103.8433493,"Shopping Mall"
"Goldhill Shopping Centre",1.317996835,103.8435279,"Shopping Mall"
"Velocity@Novena Square",1.3198346,103.8439806,"Shopping Mall"
"Somerset Mrt",1.300403438,103.8379219,"Train"
"Opp Env Bldg",1.31095172,103.835821,"Bus Stop"
"Blk 79 Fc",1.326208092,103.885121,"Bus Stop"
"Little India Mrt",1.306681116,103.8493053,"Train"
"Tekka Ctr",1.305720833,103.8512058,"Bus Stop"
"Opp Rochor Stn",1.304613007,103.852001,"Bus Stop"
"Opp Little India Stn",1.306064115,103.8490875,"Bus Stop"
"Tekka Market",1.306176387,103.850611,"Shopping Mall"
"The Gateway",1.299074925,103.8589103,"Bus Stop"
"Maysprings Condo",1.377637538,103.7632181,"Bus Stop"
"Opp Blk 180",1.37887883,103.7643273,"Bus Stop"
"Senja Lrt",1.38270108,103.7622819,"Train"
"Blk 184",1.379989459,103.7622584,"Bus Stop"
"Blk 604",1.38033408,103.7622786,"Bus Stop"
"Opp Waterfront Key",1.338201375,103.9311697,"Bus Stop"
"Aft Waterfront Waves",1.338571398,103.9293772,"Bus Stop"
"Sheng Siong Hypermarket(Bedok North)",1.332405066,103.9255013,"Market"
"Sheng Siong Hypermarket(Bedok Reservoir)",1.33821086,103.9234849,"Market"
"Dhoby Ghaut Mrt",1.29912662,103.8451388,"Train"
"Aft Unity St",1.292416994,103.841096,"Bus Stop"
"Ue Sq",1.293509444,103.8427242,"Bus Stop"
"Opp Mohd Sultan Rd",1.294141627,103.8423121,"Bus Stop"
"Ntuc Fairprice (Orchard Grand Court)",1.297275311,103.8385339,"Market"
"Robertson Walk",1.291869317,103.8414549,"Shopping Mall"
"Stevens Mrt",1.320134536,103.8259887,"Train"
"Napier Mrt Due 2021",1.306552,103.818857,"Train"
"Opp Stevens Ct",1.319025313,103.8254556,"Bus Stop"
"Stevens Ct",1.31933338,103.8257011,"Bus Stop"
"Bef Met Ymca",1.31703698,103.8260595,"Bus Stop"
"Jason's, The Gourmet Grocer",1.30754594,103.8294545,"Market"
"Delfi Orchard",1.307178051,103.8284687,"Shopping Mall"
"Tanglin Shopping Centre",1.306230844,103.8270603,"Shopping Mall"
"Palais Renaissance",1.306654842,103.829588,"Shopping Mall"
"Maxwell Mrt Due 2021",1.28082,103.84378,"Train"
"Outram Park Mrt",1.2806641,103.8396693,"Train"
"People's Pk Cplx",1.284069799,103.8429987,"Bus Stop"
"New Bridge Ctr",1.282938191,103.8425428,"Bus Stop"
"Opp State Ct",1.286077301,103.8424479,"Bus Stop"
"People's Park Complex",1.284133243,103.8425192,"Shopping Mall"
"People's Park Centre",1.285769433,103.8439798,"Shopping Mall"
"Chinatown Point",1.285185161,103.8449429,"Shopping Mall"
"Upper Changi Mrt",1.341738842,103.9614689,"Train"
"Expo Mrt",1.334451902,103.9614497,"Train"
"Simei Mrt",1.343153729,103.9533206,"Train"
"Changi Ct",1.343512801,103.9621794,"Bus Stop"
"Opp Changi Ct",1.343726642,103.9619207,"Bus Stop"
"Ntuc Fairprice (Hyper Changi Biz Park)",1.334898661,103.9638047,"Market"
"Ntuc Fairprice (Eastpoint)",1.34270553,103.9530242,"Market"
"Changi City Point",1.334035712,103.9629173,"Shopping Mall"
"Eastpoint Mall",1.342779,103.953041,"Shopping Mall"
"Bayfront Mrt",1.2814818,103.8590911,"Train"
"Marina Bay Financial Ctr",1.280376603,103.8549801,"Bus Stop"
"Selegie Ctr",1.303245216,103.8499578,"Bus Stop"
"Bedok North Mrt",1.334922,103.917661,"Train"
"Kaki Bukit Mrt",1.335047,103.908326,"Train"
"Kembangan Mrt",1.32100133,103.9129391,"Train"
"Christ Ch",1.333195,103.9159894,"Bus Stop"
"Blk 629",1.334568083,103.914206,"Bus Stop"
"Blk 140",1.33508644,103.9139944,"Bus Stop"
"Giant(Bedok Reservoir)",1.332958733,103.9149418,"Market"
"Ntuc Fairprice (Bedok Reservoir)",1.337419105,103.921783,"Market"
"Little India Stn",1.306644045,103.8492042,"Bus Stop"
"Parklane Shopping Mall",1.30065036,103.8494416,"Shopping Mall"
"Opp Blk 333",1.280793646,103.8422011,"Bus Stop"
"Maxwell Rd Fc",1.28112262,103.8447242,"Bus Stop"
"Pearls Centre",1.281612445,103.8407665,"Shopping Mall"
"Ubi Mrt",1.329831,103.899269,"Train"
"Eunos Mrt",1.319921246,103.9026957,"Train"
"Automobile Megamart",1.331275107,103.9014038,"Bus Stop"
"Maha Bodhi Sch",1.328318284,103.9025662,"Bus Stop"
"Giant(Kampong Ubi)",1.329872195,103.9019297,"Market"
"Ntuc Fairprice (Eunos Crescent)",1.321202985,103.9035499,"Market"
"Ntuc Fairprice (Lengkong Tiga)",1.323653439,103.9108536,"Market"
"Joo Chiat Complex",1.315875867,103.8983778,"Shopping Mall"
"Opp Petir Stn",1.377195308,103.7669827,"Bus Stop"
"Blk 180",1.3787655,103.7645985,"Bus Stop"
"Giant(Bangkit Road)",1.379047759,103.773004,"Market"
"Botanic Gdns Stn",1.32265,103.81554,"Bus Stop"
"Opp Lutheran Twrs",1.320742213,103.8124537,"Bus Stop"
"Bef Crown Ctr",1.323068358,103.8119772,"Bus Stop"
"Opp Bt Timah Shop Ctr",1.342786369,103.7753903,"Bus Stop"
"The Nexus",1.334425,103.7868911,"Bus Stop"
"Opp The Nexus",1.334747527,103.7877987,"Bus Stop"
"Aft River Valley Rd",1.294645753,103.8439214,"Bus Stop"
"Blk 660a Cp",1.33470287,103.9074342,"Bus Stop"
"Opp Blk 660a Cp",1.334903328,103.9074746,"Bus Stop"
"Bef Jln Damai",1.335218591,103.9099203,"Bus Stop"
"Bras Basah Mrt",1.297261924,103.850233,"Train"
"Opp Prime Ctr",1.300634446,103.8511401,"Bus Stop"
"Peace Ctr",1.300996991,103.8498102,"Bus Stop"
"Aft Prinsep Link",1.299481667,103.8509267,"Bus Stop"
"Paradiz",1.300083797,103.8492853,"Shopping Mall"
"Pomo",1.300074903,103.8492853,"Shopping Mall"
"Opp Blk 19",1.340385757,103.7736613,"Bus Stop"
"Blk 18",1.340276692,103.7726463,"Bus Stop"
"Bendemeer Mrt",1.313213,103.862225,"Train"
"Lavender Mrt",1.30736,103.86277,"Train"
"Bef Kallang Bahru",1.311676361,103.8618948,"Bus Stop"
"Aft Kallang Bahru",1.311408056,103.8623789,"Bus Stop"
"Hoa Nam Bldg",1.312844726,103.8598909,"Bus Stop"
"Ntuc Fairprice (Kitchener Complex)",1.30846632,103.8615375,"Market"
"City Square Mall",1.311476783,103.8567804,"Shopping Mall"
"Opp Beauty World Ctr",1.34326878,103.7768923,"Bus Stop"
"Shell Hse",1.292140008,103.8430365,"Bus Stop"
"Opp Century Sq",1.351626918,103.9438501,"Bus Stop"
"Ntuc Fairprice (Tampines Mall)",1.352580248,103.9446962,"Market"
"Ntuc Fairprice (Century Square)",1.352361127,103.9437848,"Market"
"Giant(Century Square)",1.352361132,103.9437848,"Market"
"Opp Sri Mariamman Tp",1.282091396,103.8452806,"Bus Stop"
"Coronation Plaza",1.323984722,103.8102992,"Bus Stop"
"Sch Of The Arts",1.299214444,103.8491033,"Bus Stop"
"Ymca",1.298110142,103.8478064,"Bus Stop"
"Stamford Pr Sch",1.303938097,103.85868,"Bus Stop"
"Lutheran Twrs",1.320811702,103.8118514,"Bus Stop"
"Opp Bt Panjang Plaza",1.3796172,103.7639096,"Bus Stop"
"Boon Keng Mrt",1.31990019,103.8615712,"Train"
"Bef Lavender St",1.314564208,103.8608682,"Bus Stop"
"Opp Umar P Tamil Lang Ctr",1.315385044,103.8594677,"Bus Stop"
"Opp Eminent Plaza",1.313589732,103.860793,"Bus Stop"
"Sheng Siong Hypermarket(Mcnair)",1.321480453,103.8595493,"Market"
"Bendemeer Shopping Mall",1.318837487,103.8628155,"Shopping Mall"
"King Albert Pk Stn",1.335983056,103.7826361,"Bus Stop"
"Opp King Albert Pk Stn",1.336798961,103.7818015,"Bus Stop"
"King Albert Pk",1.336871,103.780396,"Bus Stop"
"Tai Seng Mrt",1.336309796,103.8878489,"Train"
"Blk 77",1.328336667,103.8854714,"Bus Stop"
"Blk 36",1.328861771,103.8869172,"Bus Stop"
"People's Pk Ctr",1.285710899,103.844372,"Bus Stop"
"Chinatown Pt",1.285311148,103.8445507,"Bus Stop"
"Furama City Centre Singapore / Shopping Centre",1.286496351,103.8446284,"Shopping Mall"
"Blk 819",1.348582494,103.9370122,"Bus Stop"
"Opp East View Pr Sch",1.347387285,103.9381457,"Bus Stop"
"Opp Blk 819",1.348933035,103.9365425,"Bus Stop"
"Giant(Tampines Street 81)",1.349221002,103.9349143,"Market"
"Ntuc Fairprice (Tampines Cc)",1.355393062,103.9344293,"Market"
"Tampines Central Community Complex",1.355363876,103.9344776,"Shopping Mall"
"Blk 183",1.380295643,103.7629712,"Bus Stop"
"Opp Met Ymca",1.316553316,103.825863,"Bus Stop"
"Cold Storage Specialty Tanglin Shopping Centre",1.305784,103.827163,"Market"
"Hillview Mrt",1.361839527,103.76749,"Train"
"Cashew Mrt",1.369223672,103.7647302,"Train"
"Bukit Gombak Mrt",1.358930821,103.7517373,"Train"
"The Rail Mall",1.359390165,103.7674119,"Bus Stop"
"Opp The Rail Mall",1.359101482,103.7670504,"Bus Stop"
"Cold Storage Rail Mall",1.360121549,103.767558,"Market"
"Ntuc Fairprice (Bukit Batok East)",1.347622394,103.7571501,"Market"
"Hillv2",1.362673841,103.7641726,"Shopping Mall"
"East View Pr Sch",1.347583738,103.9384863,"Bus Stop"
"Leng Kwang Baptist Ch",1.319180278,103.8292136,"Bus Stop"
"Opp Stevens Stn",1.320516371,103.8273796,"Bus Stop"
"Chinese Intl Sch",1.319721642,103.8299146,"Bus Stop"
"Pending Lrt",1.376179252,103.771138,"Train"
"Aft Cashew Terr",1.371186693,103.7666933,"Bus Stop"
"Cashew Stn",1.37043731,103.7639108,"Bus Stop"
"Assumption Pathway Sch",1.368722051,103.7649864,"Bus Stop"
"Fu Lu Shou Cplx",1.301719758,103.8546132,"Bus Stop"
"Bugis+",1.299506947,103.8543705,"Shopping Mall"
"Opp Botanic Gdns Stn",1.323333319,103.8163057,"Bus Stop"
"Nus Bt Timah Campus",1.322356111,103.8189167,"Bus Stop"
"Opp Tropicana Condo",1.340414503,103.9612789,"Bus Stop"
"Bedok Shopping Complex",1.331076193,103.9481428,"Shopping Mall"
"Opp Kk Women & Child Hosp",1.308806649,103.8463465,"Bus Stop"
"Cold Storage Centrepoint",1.301930308,103.8398132,"Market"
"Plaza Singapura",1.300820715,103.8450673,"Shopping Mall"
"Paragon",1.304518453,103.8361669,"Shopping Mall"
"The Paragon",1.303871642,103.8358572,"Shopping Mall"
"Bef Sim Lim Twr",1.304319063,103.8550156,"Bus Stop"
"Aft Allenby Rd",1.310388333,103.8587067,"Bus Stop"
"Bef Tai Hoe Hotel",1.309648207,103.8573539,"Bus Stop"
"Choa Chu Kang Mrt",1.384943402,103.7444804,"Train"
"South View Lrt",1.38030723,103.7452051,"Train"
"Keat Hong Lrt",1.378610147,103.7489371,"Train"
"Opp Blk 210",1.383062786,103.74851,"Bus Stop"
"Aft Blk 202",1.382889709,103.7483103,"Bus Stop"
"Ntuc Fairprice (Lot 1 Shoppers Mall)",1.385111546,103.7450362,"Market"
"Ntuc Fairprice (Jalan Teck Whye)",1.380030579,103.7531184,"Market"
"Lot One, Shoppers' Mall",1.38497393,103.7450114,"Shopping Mall"
"Lot One Shoppers' Mall",1.385111546,103.7450362,"Shopping Mall"
"Teck Whye Shopping Centre",1.380046863,103.7524835,"Shopping Mall"
"Pandan Reservoir Mrt Due 2027",1.3204633,103.7448406,"Train"
"Jurong Town Hall Mrt Due 2027",1.3262071,103.7453449,"Train"
"Jurong East Mrt",1.33309494,103.7421094,"Train"
"Aft Teban Gdns Rd",1.32000212,103.7391007,"Bus Stop"
"Opp Blk 47",1.319676814,103.7398443,"Bus Stop"
"Bef Hasanah Mque",1.322344073,103.739444,"Bus Stop"
"Sheng Siong Hypermarket(Teban Gardens)",1.322283746,103.7385621,"Market"
"Ntuc Fairprice (Teban Garden)",1.320520266,103.7426515,"Market"
"Cold Storage Jcube",1.333306,103.740142,"Market"
"Big Box",1.331745895,103.7449929,"Shopping Mall"
"Jcube",1.333237184,103.740191,"Shopping Mall"
"Jurong Entertainment Centre",1.333306,103.740142,"Shopping Mall"
"Choa Chu Kang West Mrt Due 2026",1.3790426,103.7397391,"Train"
"Blk 511a",1.388567061,103.7408622,"Bus Stop"
"Opp Blk 511a",1.388492363,103.7404963,"Bus Stop"
"Opp Kranji Sec Sch",1.391327714,103.7400655,"Bus Stop"
"Ntuc Fairprice (Limbang)",1.392073883,103.7430996,"Market"
"Giant(Choa Chu Kang Avenue 4)",1.381869688,103.7368602,"Market"
"Limbang Shopping Centre",1.391647988,103.7433869,"Shopping Mall"
"Sunshine Pl",1.378110004,103.7384989,"Bus Stop"
"Blk 483",1.376209557,103.7378907,"Bus Stop"
"Opp Blk 486",1.376024609,103.7384301,"Bus Stop"
"Giant(Choa Chu Kang)",1.377899086,103.7390173,"Market"
"Sunshine Place",1.37789661,103.7390152,"Shopping Mall"
"Keat Hong Shopping Centre",1.377438968,103.7443829,"Shopping Mall"
"Toh Guan Mrt Due 2027",1.3404458,103.7429631,"Train"
"Bukit Batok West Mrt Due 2027",1.345503,103.7396801,"Train"
"Chinese Garden Mrt",1.341997793,103.7330904,"Train"
"Blk 241",1.341543482,103.7435801,"Bus Stop"
"Blk 239",1.341271664,103.7409031,"Bus Stop"
"Blk 246",1.341470923,103.7404357,"Bus Stop"
"Ntuc Fairprice (Hyper Jem)",1.333594884,103.7434404,"Market"
"Ntuc Fairprice (Jurong East)",1.333794229,103.7396908,"Market"
"Giant(Jurong Gateway Road)",1.334024857,103.7388259,"Market"
"Westgate",1.334156275,103.7427634,"Shopping Mall"
"Imm Building",1.335022202,103.7468007,"Shopping Mall"
"Imm",1.334917588,103.7468771,"Shopping Mall"
"Blk 352",1.382570556,103.7430047,"Bus Stop"
"Blk 414",1.382438889,103.7427522,"Bus Stop"
"Bet Blks 416/417",1.383588414,103.7417532,"Bus Stop"
"Jurong East Stn/Int",1.335963908,103.7425481,"Bus Stop"
"Blk 203",1.336442401,103.7425574,"Bus Stop"
"Opp Blk 135",1.334186773,103.7407068,"Bus Stop"
"Jem",1.333199552,103.7431701,"Shopping Mall"
"Blk 402",1.379147587,103.7397066,"Bus Stop"
"Blk 289",1.379485071,103.7405688,"Bus Stop"
"Blk 293",1.377923889,103.7397081,"Bus Stop"
"Opp Concord Pr Sch",1.379229345,103.7371005,"Bus Stop"
"Blk 457",1.378511689,103.7364491,"Bus Stop"
"Jurong West Mrt Due 2026",1.3493751,103.7085289,"Train"
"Corporation Mrt Due 2026",1.3530219,103.7139362,"Train"
"Bahar Junction Mrt Due 2026",1.3462109,103.7033039,"Train"
"Opp St. Joseph's Home",1.349483942,103.709014,"Bus Stop"
"Boon Lay Cc",1.348422778,103.7116589,"Bus Stop"
"Ntuc Fairprice (Boon Lay)",1.346373767,103.7124728,"Market"
"Sheng Siong Hypermarket(Jurong West 544)",1.352362487,103.7157638,"Market"
"Sheng Siong Hypermarket(Jurong West 7)",1.348784897,103.7034157,"Market"
"Boon Lay Shopping Centre",1.345223399,103.7128003,"Shopping Mall"
"Jurong Point",1.339850259,103.7064748,"Shopping Mall"
"Gek Poh Shopping Centre",1.348742905,103.6977318,"Shopping Mall"
"Choa Chu Kang Int",1.385510521,103.7440758,"Bus Stop"
"Bet Blks 306/307",1.385073077,103.7424208,"Bus Stop"
"Hong Kah Mrt Due 2026",1.357457,103.7246275,"Train"
"Blk 551",1.352358056,103.71726,"Bus Stop"
"Giant(Jurong West Street 41)",1.350132542,103.7246127,"Market"
"Boon Lay Mrt",1.338418034,103.7060085,"Train"
"Enterprise Mrt Due 2028",1.3326909,103.7084967,"Train"
"Ntuc Fairprice (Jurong Point)",1.339850259,103.7064748,"Market"
"Ntuc Fairprice (Hyper Jurong Point)",1.339403871,103.7053677,"Market"
"Pioneer Mall",1.341957944,103.6975927,"Shopping Mall"
"Tengah Park Mrt Due 2027",1.3525714,103.7367779,"Train"
"Blk 168",1.347011226,103.7411014,"Bus Stop"
"Sheng Siong Supermarket(Bukit Batok West Ave 6)",1.35339,103.744517,"Market"
"Ntuc Fairprice (Jurong East Blk 345)",1.34551184,103.7312263,"Market"
"Sheng Siong Supermarket(Bukit Batok West Ave 8)",1.355736,103.739733,"Market"
"West Mall",1.349680715,103.7492103,"Shopping Mall"
